Compound,"B, cm3/mol^-1","T, K",,,,,
"2,3,4-Trimethylpentane",-1400,401.98,,,3,4-Trimethylpentane;-1400;401.98,
"2,3,4-Trimethylpentane",-1290,413.76,,,3,4-Trimethylpentane;-1290;413.76,
Octane,-2710,337.61,,,,,
Octane,-2520,347.72,,,,,
Octane,-2340,355.36,,,,,
Octane,-2200,366.86,,,,,
Octane,-2122,373,,,,,
Octane,-2070,375.59,,,,,
Octane,-2048,378.2,,,,,
Octane,-1939,383.2,,,,,
Octane,-1905,384.3,,,,,
Octane,-1869,388.1,,,,,
Octane,-1880,388.77,,,,,
Octane,-1828,389.2,,,,,
Octane,-1778,393.5,,,,,
Octane,-1764,394.2,,,,,
Octane,-1831,397.43,,,,,
Octane,-1800,397.43,,,,,
Octane,-1796,397.43,,,,,
Octane,-1740,398.82,,,,,
Octane,-1641,403.5,,,,,
Octane,-1643,410.5,,,,,
Octane,-1648,410.5,,,,,
Octane,-1648,410.5,,,,,
Octane,-1518,413.5,,,,,
Octane,-1580,414.1,,,,,
Octane,-1528,422.22,,,,,
Octane,-1514,422.33,,,,,
Octane,-1527,422.33,,,,,
Octane,-1470,425.8,,,,,
Octane,-1400,435.21,,,,,
Octane,-1407,435.21,,,,,
Octane,-1411,435.21,,,,,
Octane,-1319,446.86,,,,,
Octane,-1311,446.86,,,,,
Octane,-1316,446.86,,,,,
Octane,-1231,459.85,,,,,
Octane,-1213,459.85,,,,,
Octane,-1219,459.85,,,,,
Octane,-1143,473.98,,,,,
Octane,-1118,473.98,,,,,
Octane,-1125,473.98,,,,,
Octane,-1022,478.2,,,,,
Octane,-990,483.2,,,,,
Octane,-960,488.2,,,,,
Octane,-971,493.2,,,,,
Octane,-930,493.2,,,,,
Octane,-900,498.2,,,,,
Octane,-876,513.2,,,,,
Octane,-848,525.65,,,,,
Octane,-847,525.65,,,,,
Octane,-854,525.65,,,,,
Octane,-793,533.2,,,,,
Octane,-751,548.73,,,,,
Octane,-755,548.73,,,,,
Octane,-761,548.73,,,,,
Octane,-719,553.2,,,,,
Octane,-653,573.2,,,,,
Octane,-681,574.48,,,,,
Octane,-667,574.48,,,,,
Octane,-672,574.48,,,,,
Octane,-517,623.15,,,,,
Dibutyl ether,-2650,338.15,,,,,
Octamethyltrisiloxane,-2019,448.15,,,,,
Octamethyltrisiloxane,-1753,473.15,,,,,
Octamethyltrisiloxane,-1525,498.15,,,,,
Octamethyltrisiloxane,-1321,523.15,,,,,
Octamethyltrisiloxane,-1170,548.15,,,,,
Octamethyltrisiloxane,-1057,573.15,,,,,
"2,3-Dihydroindene",-2340,381.7,,,3-Dihydroindene;-2340;381.7,,
"2,3-Dihydroindene",-2150,393.18,,,3-Dihydroindene;-2150;393.18,,
"2,3-Dihydroindene",-2010,401.84,,,3-Dihydroindene;-2010;401.84,,
"2,3-Dihydroindene",-1870,414.86,,,3-Dihydroindene;-1870;414.86,,
"2,3-Dihydroindene",-1820,424.73,,,3-Dihydroindene;-1820;424.73,,
"2,3-Dihydroindene",-1740,432.77,,,3-Dihydroindene;-1740;432.77,,
"2,3-Dihydroindene",-1670,439.62,,,3-Dihydroindene;-1670;439.62,,
"2,3-Dihydroindene",-1570,450.96,,,3-Dihydroindene;-1570;450.96,,
2-Methylnaphthalene,-3653,473.15,,,,,
2-Methylnaphthalene,-2925,503.15,,,,,
2-Methylnaphthalene,-2372,533.15,,,,,
2-Methylnaphthalene,-1946,563.15,,,,,
2-Methylnaphthalene,-1613,593.15,,,,,
2-Methylnaphthalene,-1350,623.15,,,,,
